"first_name","last_name","full_name","title","company_name","company_domain","linkedin_url","email (if found)","seniority","source (blitz/clay/both)"
"Jack","Sutherland","Jack Sutherland","VP of Sales","Valkre","valkre.com","https://www.linkedin.com/in/jacksutherland","","VP","blitz"
"Antonio","Goncalves","Antonio Goncalves","Founder","Procuro","vallor.ai","https://www.linkedin.com/in/antoniogonc","","CXO","blitz"
"Jari","Salomaa","Jari Salomaa","CEO & Co-Founder","Valo","valo.ai","https://www.linkedin.com/in/salomaa","","CXO","blitz"
"Eero","Laaksonen","Eero Laaksonen","CEO","Valohai","valohai.com","https://www.linkedin.com/in/eeroeero","","CXO","blitz"
"Rasmus Roed","Bentsen","Rasmus Roed Bentsen","VP of Sales & GTM","Valohai","valohai.com","https://www.linkedin.com/in/rasmusroedbentsen","","VP","blitz"
"Michael","Zochowski","Michael Zochowski","CEO, Valon Mortgage","Valon","valon.ai","https://www.linkedin.com/in/michaelzochowski","","CXO","blitz"
"Shehroz","Kapoor","Shehroz Kapoor","CEO & FOUNDER","VALUEANS","valueans.com","https://www.linkedin.com/in/shehroz-kapoor-b2b070175","","CXO","blitz"
"Shrikant","Tiwari","Shrikant Tiwari","Co-Founder","Valuefy","valuefy.com","https://www.linkedin.com/in/shrikant-tiwari-9144366","","CXO","blitz"
"David","Fein","David Fein","President/CEO","ValuSource","valusource.com","https://www.linkedin.com/in/dfeininc","","CXO","blitz"
"Clint","Cornett","Clint Cornett","Founder & CEO","ValuTrac Software, Inc.","valutracsoftware.com","https://www.linkedin.com/in/clintcornett","","CXO","blitz"
"Nick","Roveta","Nick Roveta","CEO","Valve","valvespace.com","https://www.linkedin.com/in/nickroveta","","CXO","blitz"
"Zachary","Miller","Zachary Miller","Chief Revenue Officer (CRO)","Vanillasoft","vanillasoft.com","https://www.linkedin.com/in/zacharyasamiller","","CXO","blitz"
"Will","Cameron","Will Cameron","Chief Revenue Officer","Vantaca","vantaca.com","https://www.linkedin.com/in/will-cameron-8017465","","CXO","blitz"
"Samuel","Morhaim","Samuel Morhaim","Co-Founder & Chief Innovation/Technology Officer","Vantage IO","vantageio.com","https://www.linkedin.com/in/samuelmorhaim","","CXO","blitz"
"Vijay","Lavhale, CFA","Vijay Lavhale, CFA","Co-Founder & CTO","VantedgeAI","vantedgeai.com","https://www.linkedin.com/in/vijay-lavhale-cfa-86b06938","","CXO","blitz"
"Brian","Vallelunga","Brian Vallelunga","Founder & CEO","Vantheon","vantheon.ai","https://www.linkedin.com/in/vallelungabrian","","CXO","blitz"
"Marty","Sprinzen","Marty Sprinzen","CEO","VANTIQ","vantiq.com","https://www.linkedin.com/in/marty-sprinzen-b8158910a","","CXO","blitz"
"Daan","De Groodt","Daan De Groodt","VP, Commercial Sales (US & Europe)","VANTIQ","vantiq.com","https://www.linkedin.com/in/daandegroodt","","VP","blitz"
"Dave","Anderson","Dave Anderson","Chief Revenue Officer","VANTIQ","vantiq.com","https://www.linkedin.com/in/davidandersoncro","","CXO","blitz"
"Jean","Mayrand","Jean Mayrand","President & CEO","Vantrix","vantrix.com","https://www.linkedin.com/in/jean-mayrand-7b83881","","CXO","blitz"
"Gagan","Bhasin","Gagan Bhasin","Founder & CEO","VAO","vao.world","https://www.linkedin.com/in/gagan-bhasin-75170510","","CXO","blitz"
"Jordan","Dearsley","Jordan Dearsley","Founder, CEO","Vapi","vapi.ai","https://www.linkedin.com/in/jordandearsley","","CXO","blitz"
"Nikhil","Gupta","Nikhil Gupta","Founder, CTO","Vapi","vapi.ai","https://www.linkedin.com/in/nikhilro","","CXO","blitz"
"Bryan","Parman","Bryan Parman","VP, Sales","Vapi","vapi.ai","https://www.linkedin.com/in/bryan-parman","","VP","blitz"
"Kat","Orekhova","Kat Orekhova","Founder & CEO","Vareto","vareto.com","https://www.linkedin.com/in/katorekhova","","CXO","blitz"
"Nick","Farinella","Nick Farinella","Co-Founder & CEO","Variant Group","variantgroup.com","https://www.linkedin.com/in/nickfarinella","","CXO","blitz"
"J.","Obakhan - MBA, LSSBB","J. Obakhan - MBA, LSSBB","Co-Founder, Chief Varmonaut 🚀 @ Varmodel","Varmodel","varmodel.com","https://www.linkedin.com/in/jobakhan","","CXO","blitz"
"Guillaume","Jacquet","Guillaume Jacquet","Co-Founder & CEO","Vasco","vasco.app","https://www.linkedin.com/in/guillaume-jacquet-66b38522","","CXO","blitz"
"Ryan","Wedig","Ryan Wedig","CEO","Vasion","vasion.com","https://www.linkedin.com/in/ryanwedig","","CXO","blitz"
"Bob","Pritchard","Bob Pritchard","Chief Revenue Officer (CRO) & President Global Sales","Vasion","vasion.com","https://www.linkedin.com/in/bobpritchard","","CXO","blitz"
"Alexander","Angelov","Alexander Angelov","Founder","VA Software Solutions","vasoftware.co.uk","https://www.linkedin.com/in/alexanderangelov","","CXO","blitz"
"Sanat","Mohapatra","Sanat Mohapatra","Co-Founder & CEO","Vasquez Platform","vasquezhealthcare.com","https://www.linkedin.com/in/sanat-mohapatra-51973799","","CXO","blitz"
"Sandip","Mohapatra","Sandip Mohapatra","Vasquez | Founder","Vasquez Platform","vasquezhealthcare.com","https://www.linkedin.com/in/sandipmohapatrausa","","CXO","blitz"
"Sridhar","kotari","Sridhar kotari","Founder and President","VassuTech","vassutech.com","https://www.linkedin.com/in/sridhar-kotari-02197a3","","CXO","blitz"
"Robert","Hyry","Robert Hyry","Founder","Vast.ai","vast.ai","https://www.linkedin.com/in/robert-hyry-a272181","","CXO","blitz"
"Win","Feigle","Win Feigle","Head of Growth","Vast.ai","vast.ai","https://www.linkedin.com/in/feigle","","Director","blitz"
"⛅️ Vik","Mehta","⛅️ Vik Mehta","Founder & CEO","Vast Edge Cloud Backup, Apps","vastedge.com","https://www.linkedin.com/in/vastedgeinc","","CXO","blitz"
"Murali","Tirupati","Murali Tirupati","Co-founder & CEO","Vaultedge Software","vaultedge.com","https://www.linkedin.com/in/muralitirupati","","CXO","blitz"
"Meyer","Mechanic","Meyer Mechanic","Founder and CEO","Vaultie","vaultie.io","https://www.linkedin.com/in/mmechanic","","CXO","blitz"
"Jeffrey","Dirrenberger","Jeffrey Dirrenberger","Founder, CEO","Vault Innovation Group","vaultinnovation.com","https://www.linkedin.com/in/jdirrenb","","CXO","blitz"
"Josh","Manion","Josh Manion","CEO","Vault JS","vaultjs.com","https://www.linkedin.com/in/joshmanion","","CXO","blitz"
"Julie","Oberweis, CFA, CIPP/US","Julie Oberweis, CFA, CIPP/US","Co-Founder and COO","Vault JS","vaultjs.com","https://www.linkedin.com/in/oberweis","","CXO","blitz"
"Joseph","Richlen","Joseph Richlen","Chief Revenue Officer (CRO)","VBA","vbasoftware.com","https://www.linkedin.com/in/joerichlen","","CXO","blitz"
"Prasad","Mandava","Prasad Mandava","Co-Founder and CEO","VCollab","vcollab.com","https://www.linkedin.com/in/prasadmandava","","CXO","blitz"
"Paul J.","Noble","Paul J. Noble","Founder, Chair & CEO","VDSAI Inc.","vdsai.net","https://www.linkedin.com/in/pauljnoble","","CXO","blitz"
"Deborah","Theobald","Deborah Theobald","CEO","b Inc.","vecna.com","https://www.linkedin.com/in/deborah-theobald-6899947","","CXO","blitz"
"Michal","Koor","Michal Koor","CEO | co-founder","Vectary","vectary.com","https://www.linkedin.com/in/michalkoor","","CXO","blitz"
"Christian","Kaas","Christian Kaas","Co-Founder, President","Vectice","vectice.com","https://www.linkedin.com/in/ckaas","","CXO","blitz"
"Cyril","Brignone","Cyril Brignone","CEO","Vectice","vectice.com","https://www.linkedin.com/in/cyrilbrignone","","CXO","blitz"
"Sadeq","Safarini, MSc Fin, FMVA","Sadeq Safarini, MSc Fin, FMVA","CEO & Founder","Vector ML Analytics","vector-cfo.com","https://www.linkedin.com/in/sadeq-safarini-msc-fin-fmva-87a17b37","","CXO","blitz"
"Joshua","Perk 👻","Joshua Perk 👻","Co-Founder & CEO","Vector 👻","vector.co","https://www.linkedin.com/in/joshuaperk","","CXO","blitz"
"Nick","Masters","Nick Masters","Co-Founder & COO","Vector 👻","vector.co","https://www.linkedin.com/in/nicholasamasters","","CXO","blitz"
"Jess","Cook","Jess Cook","VP, Marketing","Vector 👻","vector.co","https://www.linkedin.com/in/jesscook-contentmarketing","","VP","blitz"
"David","Emanuel","David Emanuel","CEO and Founder","VectorCare Inc.","vectorcare.com","https://www.linkedin.com/in/davidemanuel01","","CXO","blitz"
"Marc","Husain","Marc Husain","CEO","VectorVMS","vectorvms.com","https://www.linkedin.com/in/marc-husain-98732a1","","CXO","blitz"
"Mark","K.","Mark K.","Country Manager UK & Ireland / VP Sales for VectorVMS","VectorVMS","vectorvms.com","https://www.linkedin.com/in/markkieve","","VP","blitz"
"May","Piamenta","May Piamenta","Co-Founder & CEO","Vee.com","vee.com","https://www.linkedin.com/in/maypiamenta","","CXO","blitz"
"Dileep","Dhakal","Dileep Dhakal","Founder, CEO","Veel","veelapp.com","https://www.linkedin.com/in/dileepdhakal","","CXO","blitz"
"Chase","Feiger, M.D.","Chase Feiger, M.D.","CEO, Ostro","Veeva Systems","veeva.com","https://www.linkedin.com/in/chasefeiger","","CXO","blitz"
"David","Hiltner","David Hiltner","Head of Growth Marketing","Veevart","veevart.com","https://www.linkedin.com/in/davidwhiltner","","Director","blitz"
"Alexis","Augier","Alexis Augier","Founder & CEO","Vega","vega-alts.com","https://www.linkedin.com/in/alexisaugier","","CXO","blitz"
"Alfonso","Bauzá de Mirabó Vidal","Alfonso Bauzá de Mirabó Vidal","Co-Founder & COO","Vega","vega-alts.com","https://www.linkedin.com/in/alfonso-bauz%c3%a1-de-mirab%c3%b3-vidal-60977a50","","CXO","blitz"
"Kris","Bliesner","Kris Bliesner","Co-Founder & CEO","Vega Cloud","vegacloud.io","https://www.linkedin.com/in/kris-bliesner","","CXO","blitz"
"Chris","Keithlin","Chris Keithlin","Co Founder","Vehikl","vehikl.com","https://www.linkedin.com/in/chriskeithlin","","CXO","blitz"
"Andy","Meadows","Andy Meadows","Chief Revenue Officer & Head of Payments","Vehlo","vehlo.com","https://www.linkedin.com/in/andymeadows1","","CXO","blitz"
"Anthony","Greenhalgh","Anthony Greenhalgh","VP, Marketing | Dealership Division","Vehlo","vehlo.com","https://www.linkedin.com/in/anthony-greenhalgh","","VP","blitz"
"Alex","Bloom","Alex Bloom","CEO and Founder","Velaro","velaro.com","https://www.linkedin.com/in/alexbloom","","CXO","blitz"
"Akash","Sharma","Akash Sharma","Founder and CEO","Vellum","vellum.ai","https://www.linkedin.com/in/akash-sharma53","","CXO","blitz"
"Noa","Flaherty","Noa Flaherty","CTO & Founder","Vellum","vellum.ai","https://www.linkedin.com/in/noaflaherty","","CXO","blitz"
"Sidd","Seethepalli","Sidd Seethepalli","CTO & Founder","Vellum","vellum.ai","https://www.linkedin.com/in/siddseethepalli","","CXO","blitz"
"Mini","Suri","Mini Suri","Co-Founder & CEO","VELMENI ®","velmeni.ai","https://www.linkedin.com/in/minisuri","","CXO","blitz"
"Anthony","Argenziano","Anthony Argenziano","Founder & CEO","Velociti","velocitipm.com","https://www.linkedin.com/in/anthonyargenziano","","CXO","blitz"
"Rudy","Nemeth","Rudy Nemeth","VP of Sales","Velocitor Solutions","velocitor.com","https://www.linkedin.com/in/rudynemeth","","VP","blitz"
"Jay","Hallberg","Jay Hallberg","Co-Founder & CEO","VelocityEngine","velocityengine.co","https://www.linkedin.com/in/jayhallberg","","CXO","blitz"
"Neil","Day","Neil Day","Co-Founder and CPTO","VelocityEngine","velocityengine.co","https://www.linkedin.com/in/neil-day-ca","","CXO","blitz"
"Sanjay","Avasthi","Sanjay Avasthi","Leader & Founder","Velocity FinCrime Solutions Suite (Velocity FSS)","velocityfss.com","https://www.linkedin.com/in/sanjay-avasthi-a846942","","CXO","blitz"
"Michael","Gregor","Michael Gregor","Founder","Velope Inc.","velope.tv","https://www.linkedin.com/in/michaelgregor","","CXO","blitz"
"Kris","Trujillo","Kris Trujillo","Founder","velosimo","velosimo.com","https://www.linkedin.com/in/kristruj","","CXO","blitz"
"Maury","Blackman","Maury Blackman","CEO, Investor, Board Member","velosimo","velosimo.com","https://www.linkedin.com/in/mauryblackman","","CXO","blitz"
"Gaurav","Khandelwal","Gaurav Khandelwal","CEO","Velostics","velostics.com","https://www.linkedin.com/in/gauravkhandelwal","","CXO","blitz"
"Adam","White 🔵","Adam White 🔵","CEO & Founder","VELOXA","veloxa.ai","https://www.linkedin.com/in/adamwhitelive","","CXO","blitz"
"Mohammad Ali","Sohail","Mohammad Ali Sohail","Owner and Co-Founder","Veloxis","veloxis.co","https://www.linkedin.com/in/mohammad-ali-sohail-1689b675","","CXO","blitz"
"Scott","Hollis","Scott Hollis","Managing Director, Founder","Velozient","velozient.com","https://www.linkedin.com/in/hollisscott","","CXO","blitz"
"Doug","Mellette","Doug Mellette","CEO, Automotive Total Loss Solutions for Insurance claims managers, shorten cycle time","Vemark LLC","vemark.com","https://www.linkedin.com/in/dougmellette","","CXO","blitz"
"Sharath","Dorbala","Sharath Dorbala","CEO","Vendavo","vendavo.com","https://www.linkedin.com/in/sharath-dorbala-92669","","CXO","blitz"
"Jim","Fields","Jim Fields","VP of Sales, North America","Vendavo","vendavo.com","https://www.linkedin.com/in/jimfieldssoftwaredallas","","VP","blitz"
"John","Simpson","John Simpson","Chief Revenue Officer","VendEx Solutions","vendexsolutions.com","https://www.linkedin.com/in/john-simpson-98a7443","","CXO","blitz"
"♦️Shruthi","Rao♦️","♦️Shruthi Rao♦️","Co-Founder & CEO","Vendia","vendia.com","https://www.linkedin.com/in/shruthirao","","CXO","blitz"
"Pablo","Gonzalez-Iglesias","Pablo Gonzalez-Iglesias","Co-Founder and CEO","vendi","vendiapp.com","https://www.linkedin.com/in/pablogib","","CXO","blitz"
"James","Nielsen","James Nielsen","CEO","Vendition","vendition.com","https://www.linkedin.com/in/jamesfnielsen","","CXO","blitz"
"Eric","Rodriguez","Eric Rodriguez","CEO & Co-Founder","Vendorflow","vendorflow.co","https://www.linkedin.com/in/ericrod","","CXO","blitz"
"Ethan","Garonzik","Ethan Garonzik","Founder","Vendori","vendori.com","https://www.linkedin.com/in/ethan-garonzik-1565aa2b","","CXO","blitz"
"Adam","Beebe","Adam Beebe","Head of Growth","Vendori","vendori.com","https://www.linkedin.com/in/adambeebe","","Director","blitz"
"Dylan","Sher","Dylan Sher","Co-Founder - COO","VendorPM","vendorpm.com","https://www.linkedin.com/in/dylan-sher-911a7362","","CXO","blitz"
"Emiel","B.","Emiel B.","CoFounder, CEO","VendorPM","vendorpm.com","https://www.linkedin.com/in/emiel-b-a1a4a187","","CXO","blitz"
"Ben","Porter","Ben Porter","Chief Revenue Officer","VendorPM","vendorpm.com","https://www.linkedin.com/in/benjamcporter","","CXO","blitz"
"Zef","Deda","Zef Deda","Chief Revenue Officer (CRO)","Venio Systems","veniosystems.com","https://www.linkedin.com/in/zef-deda-2b183996","","CXO","blitz"
"Chen","Avni","Chen Avni","Co-Founder & Chief Product Officer","Venn","venn.city","https://www.linkedin.com/in/chen-avni-050213151","","CXO","blitz"
"Or","Bokobza","Or Bokobza","Co-founder & CEO at Venn","Venn","venn.city","https://www.linkedin.com/in/or-bokobza-22411123","","CXO","blitz"
"Andy","L.","Andy L.","Chief Revenue Officer","Venn","venn.city","https://www.linkedin.com/in/andy-l-1467673","","CXO","blitz"
"Gustavo","Bonansea","Gustavo Bonansea","CEO & Co-founder","Venon Solutions","venon.solutions","https://www.linkedin.com/in/gustavobonansea","","CXO","blitz"
"Justin","LaSalle-Tarantin","Justin LaSalle-Tarantin","President & CRO","Venrollment","venrollment.com","https://www.linkedin.com/in/jtarantin","","CXO","blitz"
"Cameron","Briggs","Cameron Briggs","Co-founder & CEO","Vente AI","vente.ai","https://www.linkedin.com/in/briggscameron","","CXO","blitz"
"Itamar","Yeshua","Itamar Yeshua","COO & Co-founder","Vente AI","vente.ai","https://www.linkedin.com/in/itamaryes","","CXO","blitz"
"Andy","Chou","Andy Chou","CEO and Founder","Ventrilo.ai","ventrilo.ai","https://www.linkedin.com/in/acchou","","CXO","blitz"
"Matt","Marshall","Matt Marshall","Founder & CEO","VentureBeat","venturebeat.com","https://www.linkedin.com/in/marshallmatt","","CXO","blitz"
"Michael","Rosinski","Michael Rosinski","CRO, COO","VentureBeat","venturebeat.com","https://www.linkedin.com/in/michael-rosinski-935a32a","","CXO","blitz"
"Todd","Bokin","Todd Bokin","VP, Enterprise Sales","VentureBeat","venturebeat.com","https://www.linkedin.com/in/toddbokin","","VP","blitz"
"Adah","Ojile","Adah Ojile","Founder & CEO","Agentous Inc.","venturec.com","https://www.linkedin.com/in/ojile","","CXO","blitz"
"Enrique","Resendez III","Enrique Resendez III","President / CEO","Ventus Global Logistics","ventusgl.com","https://www.linkedin.com/in/enrique-resendez-iii-1758a526","","CXO","blitz"
"Luke","Buckley","Luke Buckley","Head of Sales / VP of Sales","VenuIQ","venu-iq.com","https://www.linkedin.com/in/luke-buckley-33526b42","","VP","blitz"
"Peter","Korian","Peter Korian","President and Co-Founder","Venue Advantage, Inc.","venue-advantage.com","https://www.linkedin.com/in/peterkorian","","CXO","blitz"
"Chris","Kampf","Chris Kampf","CEO","Venuiti Solutions Inc.","venuiti.com","https://www.linkedin.com/in/chris-kampf-11881a6","","CXO","blitz"
"Thomas","Schroecker","Thomas Schroecker","CEO","Venuiti Healthcare","venuitihealth.com","https://www.linkedin.com/in/thomas-schroecker","","CXO","blitz"
"James","Bauer","James Bauer","CEO - Founder","Venvee","venvee.com","https://www.linkedin.com/in/james-bauer-venvee","","CXO","blitz"
"Sukhminder","Grewal","Sukhminder Grewal","CEO","Veoci","veoci.com","https://www.linkedin.com/in/sukhmindergrewal","","CXO","blitz"
"Jay","Fabian","Jay Fabian","Chief Revenue Officer","Veracross","veracross.com","https://www.linkedin.com/in/jayfabian","","CXO","blitz"
"Maxime","Allouch","Maxime Allouch","Co-Founder","Vera Health","verahealth.ai","https://www.linkedin.com/in/maxime-allouch","","CXO","blitz"
"Taieb","Bennani","Taieb Bennani","Co-Founder","Vera Health","verahealth.ai","https://www.linkedin.com/in/taiebbennani","","CXO","blitz"
"Anand","Shroff","Anand Shroff","Co-founder and President","Verantos","verantos.com","https://www.linkedin.com/in/anandshroff","","CXO","blitz"
"Mohammad","Ovais","Mohammad Ovais","CEO / MD","Veraqor","veraqor.io","https://www.linkedin.com/in/mohammad-ovais-8997791","","CXO","blitz"
"Rohit","Vir","Rohit Vir","Founder and CEO","Veras Retail","verasretail.com","https://www.linkedin.com/in/rohit-vir-570aab2","","CXO","blitz"
"Anna","Greene","Anna Greene","Head of Growth Marketing","Verato","verato.com","https://www.linkedin.com/in/annakgreene","","Director","blitz"
"Leonid","Feinberg","Leonid Feinberg","Co-Founder & CEO","Verax AI","verax.ai","https://www.linkedin.com/in/leonidf","","CXO","blitz"
"Adrian","Alfieri","Adrian Alfieri","Founder & CEO","Verbatim","verbatimlabs.com","https://www.linkedin.com/in/adrian-alfieri","","CXO","blitz"
"Michael","Fertik","Michael Fertik","Managing Director and Founder","Verdict Capital","verdictcap.com","https://www.linkedin.com/in/mikefertik","","CXO","blitz"
"Vinay","Nair","Vinay Nair","Chief Executive Officer","Verdnt","verdnt.ag","https://www.linkedin.com/in/vinayvnair","","CXO","blitz"
